"RelativeCompactness","SurfaceArea","WallArea","RoofArea","OverallHeight","Orientation","GlazingArea","GlazingAreaDistribution","UnitId","HeatingLoad"
0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,695.0,40.6
0.76,661.5,416.5,122.5,7.0,5.0,0.4,4.0,696.0,40.11
0.74,686.0,245.0,220.5,3.5,2.0,0.4,4.0,697.0,14.37
0.74,686.0,245.0,220.5,3.5,3.0,0.4,4.0,698.0,14.48
0.74,686.0,245.0,220.5,3.5,4.0,0.4,4.0,699.0,14.32
0.74,686.0,245.0,220.5,3.5,5.0,0.4,4.0,700.0,14.44
0.71,710.5,269.5,220.5,3.5,2.0,0.4,4.0,701.0,14.6
0.71,710.5,269.5,220.5,3.5,3.0,0.4,4.0,702.0,14.7
0.71,710.5,269.5,220.5,3.5,4.0,0.4,4.0,703.0,14.47
0.71,710.5,269.5,220.5,3.5,5.0,0.4,4.0,704.0,14.66
0.69,735.0,294.0,220.5,3.5,2.0,0.4,4.0,705.0,14.54
0.69,735.0,294.0,220.5,3.5,3.0,0.4,4.0,706.0,14.62
0.69,735.0,294.0,220.5,3.5,4.0,0.4,4.0,707.0,14.53
0.69,735.0,294.0,220.5,3.5,5.0,0.4,4.0,708.0,14.71
0.66,759.5,318.5,220.5,3.5,2.0,0.4,4.0,709.0,15.34
0.66,759.5,318.5,220.5,3.5,3.0,0.4,4.0,710.0,15.29
0.66,759.5,318.5,220.5,3.5,4.0,0.4,4.0,711.0,15.09
0.66,759.5,318.5,220.5,3.5,5.0,0.4,4.0,712.0,15.3
0.64,784.0,343.0,220.5,3.5,2.0,0.4,4.0,713.0,19.06
0.64,784.0,343.0,220.5,3.5,3.0,0.4,4.0,714.0,19.13
0.64,784.0,343.0,220.5,3.5,4.0,0.4,4.0,715.0,19.0
0.64,784.0,343.0,220.5,3.5,5.0,0.4,4.0,716.0,18.84
0.62,808.5,367.5,220.5,3.5,2.0,0.4,4.0,717.0,16.44
0.62,808.5,367.5,220.5,3.5,3.0,0.4,4.0,718.0,16.9
0.62,808.5,367.5,220.5,3.5,4.0,0.4,4.0,719.0,16.94
0.62,808.5,367.5,220.5,3.5,5.0,0.4,4.0,720.0,16.77
0.98,514.5,294.0,110.25,7.0,2.0,0.4,5.0,721.0,32.84
0.98,514.5,294.0,110.25,7.0,3.0,0.4,5.0,722.0,32.72
0.98,514.5,294.0,110.25,7.0,4.0,0.4,5.0,723.0,32.21
0.98,514.5,294.0,110.25,7.0,5.0,0.4,5.0,724.0,32.73
0.9,563.5,318.5,122.5,7.0,2.0,0.4,5.0,725.0,35.67
0.9,563.5,318.5,122.5,7.0,3.0,0.4,5.0,726.0,35.01
0.9,563.5,318.5,122.5,7.0,4.0,0.4,5.0,727.0,34.72
0.9,563.5,318.5,122.5,7.0,5.0,0.4,5.0,728.0,35.24
0.86,588.0,294.0,147.0,7.0,2.0,0.4,5.0,729.0,32.31
0.86,588.0,294.0,147.0,7.0,3.0,0.4,5.0,730.0,31.81
0.86,588.0,294.0,147.0,7.0,4.0,0.4,5.0,731.0,31.12
0.86,588.0,294.0,147.0,7.0,5.0,0.4,5.0,732.0,32.06
0.82,612.5,318.5,147.0,7.0,2.0,0.4,5.0,733.0,30.0
0.82,612.5,318.5,147.0,7.0,3.0,0.4,5.0,734.0,29.5
0.82,612.5,318.5,147.0,7.0,4.0,0.4,5.0,735.0,29.06
0.82,612.5,318.5,147.0,7.0,5.0,0.4,5.0,736.0,29.92
0.79,637.0,343.0,147.0,7.0,2.0,0.4,5.0,737.0,42.11
0.79,637.0,343.0,147.0,7.0,3.0,0.4,5.0,738.0,41.96
0.79,637.0,343.0,147.0,7.0,4.0,0.4,5.0,739.0,41.09
0.79,637.0,343.0,147.0,7.0,5.0,0.4,5.0,740.0,40.79
0.76,661.5,416.5,122.5,7.0,2.0,0.4,5.0,741.0,38.82
0.76,661.5,416.5,122.5,7.0,3.0,0.4,5.0,742.0,39.72
0.76,661.5,416.5,122.5,7.0,4.0,0.4,5.0,743.0,39.31
0.76,661.5,416.5,122.5,7.0,5.0,0.4,5.0,744.0,39.86
0.74,686.0,245.0,220.5,3.5,2.0,0.4,5.0,745.0,14.41
0.74,686.0,245.0,220.5,3.5,3.0,0.4,5.0,746.0,14.19
0.74,686.0,245.0,220.5,3.5,4.0,0.4,5.0,747.0,14.17
0.74,686.0,245.0,220.5,3.5,5.0,0.4,5.0,748.0,14.39
0.71,710.5,269.5,220.5,3.5,2.0,0.4,5.0,749.0,12.43
0.71,710.5,269.5,220.5,3.5,3.0,0.4,5.0,750.0,12.63
0.71,710.5,269.5,220.5,3.5,4.0,0.4,5.0,751.0,12.76
0.71,710.5,269.5,220.5,3.5,5.0,0.4,5.0,752.0,12.42
0.69,735.0,294.0,220.5,3.5,2.0,0.4,5.0,753.0,14.12
0.69,735.0,294.0,220.5,3.5,3.0,0.4,5.0,754.0,14.28
0.69,735.0,294.0,220.5,3.5,4.0,0.4,5.0,755.0,14.37
0.69,735.0,294.0,220.5,3.5,5.0,0.4,5.0,756.0,14.21
0.66,759.5,318.5,220.5,3.5,2.0,0.4,5.0,757.0,14.96
0.66,759.5,318.5,220.5,3.5,3.0,0.4,5.0,758.0,14.92
0.66,759.5,318.5,220.5,3.5,4.0,0.4,5.0,759.0,14.92
0.66,759.5,318.5,220.5,3.5,5.0,0.4,5.0,760.0,15.16
0.64,784.0,343.0,220.5,3.5,2.0,0.4,5.0,761.0,17.69
0.64,784.0,343.0,220.5,3.5,3.0,0.4,5.0,762.0,18.19
0.64,784.0,343.0,220.5,3.5,4.0,0.4,5.0,763.0,18.16
0.64,784.0,343.0,220.5,3.5,5.0,0.4,5.0,764.0,17.88
0.62,808.5,367.5,220.5,3.5,2.0,0.4,5.0,765.0,16.54
0.62,808.5,367.5,220.5,3.5,3.0,0.4,5.0,766.0,16.44
0.62,808.5,367.5,220.5,3.5,4.0,0.4,5.0,767.0,16.48
0.62,808.5,367.5,220.5,3.5,5.0,0.4,5.0,768.0,16.64
